Src_IP_dec,Src_Port,Dst_IP_dec,Dst_Port,Protocol,Timestamp,Flow_Duration,Total_Fwd_Packet,Total_Bwd_packets,Total_Length_of_Fwd_Packet,Total_Length_of_Bwd_Packet,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_per_s,Flow_Packets_per_s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_RST_Flags,Bwd_RST_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_per_s,Bwd_Packets_per_s,Packet_Length_Min,Packet_Length_Max,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWR_Flag_Count,ECE_Flag_Count,Down_per_Up_Ratio,Average_Packet_Size,Fwd_Segment_Size_Avg,Bwd_Segment_Size_Avg,Fwd_Bytes_per_Bulk_Avg,Fwd_Packet_per_Bulk_Avg,Fwd_Bulk_Rate_Avg,Bwd_Bytes_per_Bulk_Avg,Bwd_Packet_per_Bulk_Avg,Bwd_Bulk_Rate_Avg,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,FWD_Init_Win_Bytes,Bwd_Init_Win_Bytes,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,ICMP_Code,ICMP_Type,Total_TCP_Flow_Time,Label,Attempted_Category
3232238085,54443,3232238083,53,17,14:40.3,47860,4,2,280,304,70,70,70.0,0.0,152,152,152.0,0.0,12202.25658,125.3656498,9572.0,14202.57642,31675,3,31681,10560.33333,18285.83773,31675,3,3,3.0,0.0,3,3,0,0,0,0,0,0,32,16,83.57709987,41.78854994,70,152,97.33333333,42.34461792,1793.066667,0,0,0,0,0,0,0,0,0.5,97.33333333,70.0,152.0,280,4,8838,0,0,0,0,46,0,50,0,0,3,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,59478,3232238130,3351,6,51:45.5,64,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,15625.0,15625.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,64,Portscan,-1
2886729729,50618,3232238130,80,6,57:16.5,4083892,7,7,20,11595,20,0,2.857142857,7.55928946,4380,0,1656.428571,1563.027816,2844.100677,3.428102408,314145.5385,838008.8644,2895927,2,4083892,680648.6667,1177529.319,2895927,2,1185440,197573.3333,466784.1658,1149967,48,1,1,0,0,1,0,152,152,1.714051204,1.714051204,0,4380,829.6428571,1365.19154,1863747.94,1,2,1,2,13,0,0,0,1.0,829.6428571,2.857142857,1656.428571,0,0,0,11595,5,24106029,0,1,0,828,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,4083892,DDoS,-1
3232238083,61225,3232238081,53,17,34:07.5,30922,1,1,55,92,55,55,55.0,0.0,92,92,92.0,0.0,4753.896902,64.67886941,30922.0,0.0,30922,30922,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.33943471,32.33943471,55,92,73.5,26.1629509,684.5,0,0,0,0,0,0,0,0,1.0,73.5,55.0,92.0,0,0,0,0,0,0,0,27,0,46,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238083,61039,3232238081,53,17,15:51.7,68386,1,1,58,282,58,58,58.0,0.0,282,282,282.0,0.0,4971.777849,29.24575205,68386.0,0.0,68386,68386,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,14.62287603,14.62287603,58,282,170.0,158.391919,25088.0,0,0,0,0,0,0,0,0,1.0,170.0,58.0,282.0,0,0,0,0,0,0,0,29,0,141,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238096,53392,583767480,443,6,31:48.5,61016119,18,15,748,5493,423,0,41.55555556,109.3624423,1448,0,366.2,593.8108405,102.2844472,0.540840692,1906753.719,3941162.906,10189716,22,61016119,3589183.471,4898248.796,10240025,162,60965893,4354706.643,5095817.544,10240233,48,3,5,0,0,0,0,584,488,0.295004014,0.245836678,0,1448,189.1212121,433.0919185,187568.6098,2,2,0,8,32,0,0,0,0.833333333,189.1212121,41.55555556,366.2,0,0,0,5226,4,4528596,0,22,0,166,29200,114,3,32,187202.0,335211.2282,871449,50142,9973749.0,382195.7501,10189716,9210790,-1,-1,61016119,BENIGN,-1
3232238092,38902,1039901964,80,6,13:37.5,640892,5,5,600,940,600,0,120.0,268.3281573,940,0,188.0,420.3807798,2402.900957,15.60325297,71210.22222,106288.3249,212980,4,427949,106987.25,123341.7847,214561,70,427912,106978.0,122567.6051,213255,4,1,1,0,0,0,0,168,168,7.801626483,7.801626483,0,940,154.0,334.4049441,111826.6667,2,2,0,2,9,0,0,0,1.0,154.0,120.0,188.0,0,0,0,0,0,0,0,60,0,94,29200,4980,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,640892,BENIGN,-1
3232238083,61260,3232238081,53,17,21:36.0,59639,1,1,48,80,48,48,48.0,0.0,80,80,80.0,0.0,2146.246584,33.53510287,59639.0,0.0,59639,59639,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,16.76755143,16.76755143,48,80,64.0,22.627417,512.0,0,0,0,0,0,0,0,0,1.0,64.0,48.0,80.0,0,0,0,0,0,0,0,24,0,40,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238083,61903,3232238081,53,17,03:50.2,61207,1,1,41,183,41,41,41.0,0.0,183,183,183.0,0.0,3659.712124,32.67600111,61207.0,0.0,61207,61207,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,16.33800056,16.33800056,41,183,112.0,100.4091629,10082.0,0,0,0,0,0,0,0,0,1.0,112.0,41.0,183.0,0,0,0,0,0,0,0,20,0,91,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238099,55164,3232238083,53,17,19:03.2,252,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,634920.6349,15873.01587,84.0,61.48983656,155,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,0,0,16,16,7936.507937,7936.507937,32,48,40.0,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1.0,40.0,32.0,48.0,0,0,0,0,0,0,0,16,0,24,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238085,50088,2899904270,443,6,08:24.9,63123946,8,4,169,92,46,0,21.125,23.1111445,46,0,23.0,26.55811238,4.134722503,0.190102184,5738540.545,17677944.95,58920580,3,63123946,9017706.571,22053385.49,58920580,4,63087012,21029004.0,32953474.41,59007432,3,4,2,0,0,0,0,160,80,0.126734789,0.063367395,0,46,21.75,23.0892537,533.1136364,2,0,0,6,12,0,0,0,0.5,21.75,21.125,23.0,0,0,0,0,0,0,0,14,0,7,802,485,3,20,86832.0,0.0,86832,86832,58920580.0,0.0,58920580,58920580,-1,-1,184691622,BENIGN,-1
2886729729,56460,3232238130,1100,6,54:49.4,4,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,250000.0,250000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,4,Portscan,-1
3232238083,61941,3232238081,53,17,35:39.9,29047008,2,2,165,294,86,79,82.5,4.949747468,168,126,147.0,29.69848481,15.80197176,0.137707815,9682336.0,16700691.63,28966579,467,29046541,29046541.0,0.0,29046541,29046541,28967046,28967046.0,0.0,28967046,28967046,0,0,0,0,0,0,16,16,0.068853907,0.068853907,79,168,114.75,41.09643131,1688.916667,0,0,0,0,0,0,0,0,1.0,114.75,82.5,147.0,0,0,0,0,0,0,0,41,0,73,0,0,1,8,79962.0,0.0,79962,79962,28966579.0,0.0,28966579,28966579,-1,-1,0,BENIGN,-1
3232238085,50301,2649752089,443,6,20:11.2,4149076,6,5,123,123,46,0,20.5,23.11493024,46,0,24.6,23.27659769,59.29030946,2.651192699,414907.6,1264088.135,4012241,2,4133105,826621.0,1781120.345,4012241,3,4113900,1028475.0,2046312.724,4097924,3,3,3,0,0,1,1,120,100,1.446105109,1.205087591,0,46,22.36363636,22.10100779,488.4545455,2,0,2,6,10,0,0,0,0.833333333,22.36363636,20.5,24.6,0,0,0,0,0,0,0,11,0,11,256,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,181233224,BENIGN,-1
2886729729,34497,3232238130,406,6,22:57.2,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,18867.92453,18867.92453,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,53,Portscan,-1
2886729729,38444,3232238130,49167,6,51:55.1,49,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,20408.16327,20408.16327,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,49,Portscan,-1
3232238094,54883,3232238083,53,17,36:25.0,48609,4,2,156,110,39,39,39.0,0.0,55,55,55.0,0.0,5472.237651,123.433932,9721.8,14604.59221,32851,3,32858,10952.66667,18964.51297,32851,3,49,49.0,0.0,49,49,0,0,0,0,0,0,32,16,82.28928799,41.144644,39,55,44.33333333,8.262364472,68.26666667,0,0,0,0,0,0,0,0,0.5,44.33333333,39.0,55.0,156,4,4747,0,0,0,0,26,0,18,0,0,3,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238092,26224,3232238083,53,17,49:14.1,205,2,2,86,322,43,43,43.0,0.0,161,161,161.0,0.0,1990243.902,19512.19512,68.33333333,112.2957405,198,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,9756.097561,9756.097561,43,161,102.0,68.12733176,4641.333333,0,0,0,0,0,0,0,0,1.0,102.0,43.0,161.0,0,0,0,0,0,0,0,21,0,80,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238099,24099,3232238083,53,17,25:43.2,239,2,2,90,164,45,45,45.0,0.0,82,82,82.0,0.0,1062761.506,16736.40167,79.66666667,54.84827557,143,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,0,0,16,16,8368.200837,8368.200837,45,82,63.5,21.36195996,456.3333333,0,0,0,0,0,0,0,0,1.0,63.5,45.0,82.0,0,0,0,0,0,0,0,22,0,41,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,64410,3232238130,80,6,05:42.4,1983932,8,5,20,11595,20,0,2.5,7.071067812,4380,0,2319.0,2208.914892,5854.535337,6.552643941,165327.6667,521961.4443,1817034,96,1983932,283418.8571,679725.6404,1819665,212,1827650,456912.5,906760.1594,1817034,157,1,1,0,0,1,0,172,112,4.032396272,2.52024767,0,4380,893.4615385,1732.745154,3002405.769,1,2,1,2,12,0,0,0,0.625,893.4615385,2.5,2319.0,0,0,0,0,0,0,0,1,0,891,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1983932,DDoS,-1
3232238088,61731,3232238083,53,17,53:28.3,232,2,2,92,348,46,46,46.0,0.0,174,174,174.0,0.0,1896551.724,17241.37931,77.33333333,90.87537253,179,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,8620.689655,8620.689655,46,174,110.0,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1.0,110.0,46.0,174.0,0,0,0,0,0,0,0,23,0,87,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,20905,3232238130,80,6,01:14.8,4164943,8,5,20,11595,20,0,2.5,7.071067812,7215,0,2319.0,3329.858105,2788.753652,3.121291216,347078.5833,1147647.899,3988282,18,4164943,594991.8571,1497715.485,3988282,18,165634,41408.5,82178.54835,164675,47,1,1,0,0,1,0,172,112,1.920794594,1.200496621,0,7215,893.4615385,2252.100302,5071955.769,1,2,1,2,12,0,0,0,0.625,893.4615385,2.5,2319.0,0,0,0,0,0,0,0,1,0,891,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,4164943,DDoS,-1
3232238083,61536,3232238081,53,17,00:18.1,60881,1,1,49,136,49,49,49.0,0.0,136,136,136.0,0.0,3038.71487,32.85097157,60881.0,0.0,60881,60881,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,16.42548578,16.42548578,49,136,92.5,61.51828996,3784.5,0,0,0,0,0,0,0,0,1.0,92.5,49.0,136.0,0,0,0,0,0,0,0,24,0,68,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238094,49521,2899905326,443,6,06:12.5,62340854,8,4,169,92,46,0,21.125,23.1111445,46,0,23.0,26.55811238,4.186660645,0.192490145,5667350.364,17426606.81,58085399,3,62340854,8905836.286,21737006.08,58085399,49,62304556,20768185.33,32464480.28,58179197,3,4,2,0,0,0,0,160,80,0.128326763,0.064163382,0,46,21.75,23.0892537,533.1136364,2,0,0,6,12,0,0,0,0.5,21.75,21.125,23.0,0,0,0,0,0,0,0,14,0,7,3239,1619,3,20,93570.0,0.0,93570,93570,58085399.0,0.0,58085399,58085399,-1,-1,183615728,BENIGN,-1
3232238092,44198,3232238083,53,17,21:30.8,61157,2,2,60,248,30,30,30.0,0.0,124,124,124.0,0.0,5036.218258,65.40543192,20385.66667,35264.8503,61106,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,32.70271596,32.70271596,30,124,77.0,54.2709253,2945.333333,0,0,0,0,0,0,0,0,1.0,77.0,30.0,124.0,0,0,0,0,0,0,0,15,0,62,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,47342,3232238130,6129,6,54:46.7,22,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,45454.54545,45454.54545,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,22,Portscan,-1
2886729729,45423,3232238130,64623,6,52:06.0,35,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,28571.42857,28571.42857,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,35,Portscan,-1
3232238083,62392,3232238081,53,17,07:13.9,117636898,3,3,150,442,58,46,50.0,6.92820323,233,74,147.3333333,80.21429632,5.032434636,0.051004405,23527379.6,33215855.48,70536954,30405,117606493,58803246.5,16703142.74,70614152,46992341,117559700,58779850.0,16670551.48,70567710,46991990,0,0,0,0,0,0,24,24,0.025502203,0.025502203,46,233,98.66666667,73.72290463,5435.066667,0,0,0,0,0,0,0,0,1.0,98.66666667,50.0,147.3333333,0,0,0,0,0,0,0,25,0,73,0,0,2,8,53977.0,32839.45313,77198,30756,58749269.5,16670303.29,70536954,46961585,-1,-1,0,BENIGN,-1
2886729729,57515,3232238130,80,6,10:02.2,2382726,9,5,20,11595,20,0,2.222222222,6.666666667,7300,0,2319.0,3348.440682,4874.668762,5.875623131,183286.6154,492954.8771,1712993,1,2382726,297840.75,617037.6285,1712993,1,649114,162278.5,322908.313,646639,151,1,1,0,0,1,0,192,112,3.777186298,2.098436832,0,7300,829.6428571,2185.637087,4777009.478,1,2,1,2,13,0,0,0,0.555555556,829.6428571,2.222222222,2319.0,0,0,0,0,0,0,0,1,0,828,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2382726,DDoS,-1
2886729729,54812,3232238130,2920,6,52:44.5,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,Portscan,-1
3232238083,60429,3232238081,53,17,21:51.3,24187,1,1,47,108,47,47,47.0,0.0,108,108,108.0,0.0,6408.401207,82.68904784,24187.0,0.0,24187,24187,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,41.34452392,41.34452392,47,108,77.5,43.13351365,1860.5,0,0,0,0,0,0,0,0,1.0,77.5,47.0,108.0,0,0,0,0,0,0,0,23,0,54,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238095,53390,2899905038,80,6,28:15.9,5155643,4,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.163773364,1031128.6,2264505.177,5081865,41,5155643,1718547.667,2912718.252,5081865,36837,5118783,5118783.0,0.0,5118783,5118783,0,0,0,0,0,0,92,52,0.77584891,0.387924455,0,0,0.0,0.0,0.0,2,2,0,0,5,0,0,0,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,335,0,20,36837.0,0.0,36837,36837,5081865.0,0.0,5081865,5081865,-1,-1,5155643,BENIGN,-1
3232238089,51424,3232238083,53,17,54:33.8,227,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1180616.74,17621.14537,75.66666667,90.47283202,177,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,0,0,16,16,8810.572687,8810.572687,32,102,67.0,40.41451884,1633.333333,0,0,0,0,0,0,0,0,1.0,67.0,32.0,102.0,0,0,0,0,0,0,0,16,0,51,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,34110,3232238130,911,6,52:30.7,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,Portscan,-1
3232238095,60680,2917642867,443,6,41:00.3,5623793,7,6,599,152,517,0,85.57142857,191.3085267,152,0,25.33333333,62.05374015,133.5397658,2.311607131,468649.4167,1576366.521,5473932,3,5623793,937298.8333,2253560.486,5537261,43,5600004,1120000.8,2447474.432,5497815,3,3,1,0,0,0,0,152,132,1.244711532,1.066895599,0,517,57.76923077,144.5021072,20880.85897,2,2,0,4,12,0,0,0,0.857142857,57.76923077,85.57142857,25.33333333,0,0,0,0,0,0,0,46,0,11,8192,237,3,20,125911.0,0.0,125911,125911,5473932.0,0.0,5473932,5473932,-1,-1,5623793,BENIGN,-1
2886729729,53108,3232238130,80,6,58:44.4,3436512,7,5,20,11595,20,0,2.857142857,7.55928946,5840,0,2319.0,3175.563729,3379.88053,3.49191273,312410.1818,890048.102,2962605,3,3436512,572752.0,1185899.474,2962605,129,468428,117107.0,233489.0162,467340,3,1,1,0,0,1,0,152,112,2.036949093,1.454963638,0,5840,967.9166667,2255.975357,5089424.811,1,2,1,2,11,0,0,0,0.714285714,967.9166667,2.857142857,2319.0,0,0,0,0,0,0,0,1,0,966,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3436512,DDoS,-1
3232238088,59995,3232238083,53,17,03:40.2,193,2,2,180,212,90,90,90.0,0.0,106,106,106.0,0.0,2031088.083,20725.3886,64.33333333,70.26616066,141,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,0,0,16,16,10362.6943,10362.6943,90,106,98.0,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1.0,98.0,90.0,106.0,0,0,0,0,0,0,0,45,0,53,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,37796,3232238130,7741,6,52:40.4,57,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,17543.85965,17543.85965,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,57,Portscan,-1
3232238097,51690,1249343062,443,6,07:28.0,5218334,10,10,614,4412,342,0,61.4,120.2009429,1448,0,441.2,693.5367971,963.1426428,3.832640839,274649.1579,1154431.018,5041555,1,5218334,579814.8889,1673264.058,5041555,3,5195180,577242.2222,1696448.004,5100785,1,3,2,0,0,0,0,328,328,1.91632042,1.91632042,0,1448,251.3,522.1521355,272642.8526,2,2,0,5,19,0,0,0,1.0,251.3,61.4,441.2,0,0,0,0,0,0,0,30,0,220,29200,4994,3,32,153599.0,0.0,153599,153599,5041555.0,0.0,5041555,5041555,-1,-1,5218334,BENIGN,-1
2886729729,51010,3232238130,80,6,15:56.6,11930546,9,5,20,11595,20,0,2.222222222,6.666666667,10135,0,2319.0,4414.776891,973.55142,1.173458449,917734.3077,2982375.863,10789448,1,11930546,1491318.25,3778124.749,10789448,1,1128387,282096.75,563681.5494,1127619,5,1,1,0,0,1,0,192,112,0.754366146,0.419092303,0,10135,829.6428571,2706.316304,7324147.94,1,2,1,2,13,0,0,0,0.555555556,829.6428571,2.222222222,2319.0,0,0,0,0,0,0,0,1,0,828,8192,229,1,20,1141098.0,0.0,1141098,1141098,10789448.0,0.0,10789448,10789448,-1,-1,11930546,DDoS,-1
2886729729,56810,3232238130,1,6,54:52.0,44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,22727.27273,22727.27273,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,44,Portscan,-1
3232238083,62082,3232238081,53,17,56:26.6,173906,1,1,44,138,44,44,44.0,0.0,138,138,138.0,0.0,1046.542385,11.50046577,173906.0,0.0,173906,173906,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,5.750232884,5.750232884,44,138,91.0,66.46803743,4418.0,0,0,0,0,0,0,0,0,1.0,91.0,44.0,138.0,0,0,0,0,0,0,0,22,0,69,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238085,50410,2194867634,443,6,17:18.6,253111,12,11,524,6214,191,0,43.66666667,68.68549315,1515,0,564.9090909,708.3070598,26620.73162,90.86922338,11505.04545,19167.10721,53692,2,234548,21322.54545,23524.62147,55517,43,199716,19971.6,27994.55757,62889,3,5,4,0,0,1,0,252,232,47.41002959,43.45919379,0,1515,292.9565217,548.8901594,301280.4071,2,2,1,9,22,0,0,0,0.916666667,292.9565217,43.66666667,564.9090909,0,0,0,5805,4,8958333,0,22,0,270,8192,351,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,253111,BENIGN,-1
2886729729,39809,3232238130,24800,6,52:04.7,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.3333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,166666.6667,166666.6667,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,6,Portscan,-1
3232238085,49869,2899905102,80,6,32:18.5,66728980,11,9,439,746,433,0,39.90909091,130.3744258,746,0,82.88888889,248.6666667,17.75840122,0.299719852,3512051.579,4748174.844,10004572,49,66728980,6672898.0,4702258.008,10040949,4673,60293701,7536712.625,4632207.116,10040842,22151,1,1,0,0,1,0,232,264,0.164845919,0.134873933,0,746,59.25,188.3166077,35463.14474,0,2,1,2,19,0,0,0,0.818181818,59.25,39.90909091,82.88888889,0,0,0,0,0,0,0,21,0,37,8192,343,7,20,52831.57143,43612.81883,151736,36183,9479879.857,1358794.211,10004572,6398749,-1,-1,66728980,BENIGN,-1
3232238083,62326,3232238081,53,17,55:48.4,30795,1,1,47,75,47,47,47.0,0.0,75,75,75.0,0.0,3961.682091,64.94560805,30795.0,0.0,30795,30795,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.47280403,32.47280403,47,75,61.0,19.79898987,392.0,0,0,0,0,0,0,0,0,1.0,61.0,47.0,75.0,0,0,0,0,0,0,0,23,0,37,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,46814,3232238130,3827,6,54:32.3,36,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,27777.77778,27777.77778,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,36,Portscan,-1
